symbol,period,period_type,fii_pct,dii_pct,promoter_pct,public_pct,shareholders,sector
360ONE,Dec 2023,DEC 2023,62.4800,8.8700,17.7800,10.8600,42622.0000,Financial Services
360ONE,Dec 2024,DEC 2024,66.1600,9.7300,14.7600,9.3600,71912.0000,Financial Services
360ONE,Dec 2025,DEC 2025,65.5100,10.8200,6.2500,17.4100,74516.0000,Financial Services
360ONE,Jun 2024,JUN 2024,64.5600,8.7200,15.7900,10.9200,58786.0000,Financial Services
360ONE,Jun 2025,JUN 2025,68.5400,7.8700,6.2700,17.3100,68603.0000,Financial Services
360ONE,Jun 2026,JUN 2026,58.5500,18.7000,6.2000,16.5300,76687.0000,Financial Services
360ONE,Mar 2020,MAR 2020,20.0600,1.3400,22.9300,55.6700,22159.0000,Financial Services
360ONE,Mar 2021,MAR 2021,24.2000,2.0400,22.9200,50.8400,20832.0000,Financial Services
360ONE,Mar 2022,MAR 2022,22.1300,3.5700,23.1400,51.1700,30865.0000,Financial Services
360ONE,Mar 2023,MAR 2023,64.8300,2.2200,22.0200,10.9400,35480.0000,Financial Services
360ONE,Mar 2024,MAR 2024,63.2200,8.3400,17.7600,10.7000,46512.0000,Financial Services
360ONE,Mar 2025,MAR 2025,67.2200,8.4800,14.2000,10.0800,74164.0000,Financial Services
360ONE,Mar 2026,MAR 2026,63.3300,12.7500,6.2400,17.6700,74294.0000,Financial Services
360ONE,Sep 2023,SEP 2023,61.8700,6.3600,20.8400,10.9200,38102.0000,Financial Services
360ONE,Sep 2024,SEP 2024,65.5800,8.4600,15.7100,10.2300,74074.0000,Financial Services
360ONE,Sep 2025,SEP 2025,65.8700,10.6800,6.2600,17.1800,78007.0000,Financial Services
3MINDIA,Dec 2023,DEC 2023,3.5600,8.5200,75.0000,12.9200,27610.0000,Diversified
3MINDIA,Dec 2024,DEC 2024,4.0100,8.1600,75.0000,12.8400,32147.0000,Diversified
3MINDIA,Dec 2025,DEC 2025,3.5000,8.3900,75.0000,13.1100,30577.0000,Diversified
3MINDIA,Jun 2024,JUN 2024,3.7700,8.2700,75.0000,12.9500,29243.0000,Diversified
3MINDIA,Jun 2025,JUN 2025,3.8400,8.1000,75.0000,13.0500,34588.0000,Diversified
3MINDIA,Jun 2026,JUN 2026,3.5000,8.1600,75.0000,13.3300,30673.0000,Diversified
3MINDIA,Mar 2017,MAR 2017,9.1800,2.5400,75.0000,13.2800,16290.0000,Diversified
3MINDIA,Mar 2018,MAR 2018,9.1700,2.0500,75.0000,13.7800,18145.0000,Diversified
3MINDIA,Mar 2019,MAR 2019,8.2900,2.2200,75.0000,14.4900,22564.0000,Diversified
3MINDIA,Mar 2020,MAR 2020,4.8500,4.4200,75.0000,15.7300,30112.0000,Diversified
3MINDIA,Mar 2021,MAR 2021,3.7600,7.6400,75.0000,13.6000,28823.0000,Diversified
3MINDIA,Mar 2022,MAR 2022,4.2500,6.5400,75.0000,14.2100,37232.0000,Diversified
3MINDIA,Mar 2023,MAR 2023,3.7200,7.9300,75.0000,13.3500,29884.0000,Diversified
3MINDIA,Mar 2024,MAR 2024,3.6400,8.4400,75.0000,12.9200,29198.0000,Diversified
3MINDIA,Mar 2025,MAR 2025,3.7800,8.0800,75.0000,13.1300,34425.0000,Diversified
3MINDIA,Mar 2026,MAR 2026,3.5200,8.3400,75.0000,13.1500,29808.0000,Diversified
3MINDIA,Sep 2023,SEP 2023,3.5600,8.4500,75.0000,12.9800,28077.0000,Diversified
3MINDIA,Sep 2024,SEP 2024,4.0700,8.1300,75.0000,12.8000,30045.0000,Diversified
3MINDIA,Sep 2025,SEP 2025,3.4300,8.1200,75.0000,13.4400,34539.0000,Diversified
AADHARHFC,Dec 2024,DEC 2024,4.3000,9.2700,75.7400,10.6900,219626.0000,Financial Services
AADHARHFC,Dec 2025,DEC 2025,6.1900,8.4500,75.1900,10.1700,194143.0000,Financial Services
AADHARHFC,Jun 2024,JUN 2024,4.1800,8.5000,76.4800,10.8600,239696.0000,Financial Services
AADHARHFC,Jun 2025,JUN 2025,5.5800,8.4300,75.5000,10.4800,202739.0000,Financial Services
AADHARHFC,Jun 2026,JUN 2026,5.8000,9.9200,64.6600,19.6100,162826.0000,Financial Services
AADHARHFC,Mar 2025,MAR 2025,5.3200,8.5800,75.6100,10.5100,209369.0000,Financial Services
AADHARHFC,Mar 2026,MAR 2026,6.1300,9.1500,64.9000,19.8300,184772.0000,Financial Services
AADHARHFC,Sep 2024,SEP 2024,4.3200,9.4600,75.8900,10.3300,220338.0000,Financial Services
AADHARHFC,Sep 2025,SEP 2025,6.1100,8.2500,75.3200,10.3300,197894.0000,Financial Services
AARTIIND,Dec 2023,DEC 2023,10.8300,15.8200,43.5400,29.7800,418123.0000,Chemicals
AARTIIND,Dec 2024,DEC 2024,7.2500,17.9300,42.3500,32.4600,450588.0000,Chemicals
AARTIIND,Dec 2025,DEC 2025,6.7000,18.2200,42.1400,32.9400,418492.0000,Chemicals
AARTIIND,Jun 2024,JUN 2024,10.6100,18.5500,43.2400,27.5800,349415.0000,Chemicals
AARTIIND,Jun 2025,JUN 2025,6.4400,20.3800,42.2400,30.9200,425399.0000,Chemicals
AARTIIND,Jun 2026,JUN 2026,7.0000,21.1100,41.8200,30.0800,370868.0000,Chemicals
AARTIIND,Mar 2017,MAR 2017,4.0700,12.0800,53.7800,30.0700,21649.0000,Chemicals
AARTIIND,Mar 2018,MAR 2018,3.6400,14.1700,51.0700,31.1200,24870.0000,Chemicals
AARTIIND,Mar 2019,MAR 2019,7.4300,15.9100,49.3600,27.3000,33093.0000,Chemicals
AARTIIND,Mar 2020,MAR 2020,8.2800,16.5600,47.7500,27.4100,64606.0000,Chemicals
AARTIIND,Mar 2021,MAR 2021,8.6600,15.6400,46.8200,28.8700,107886.0000,Chemicals
AARTIIND,Mar 2022,MAR 2022,12.4600,14.8900,44.1900,28.4500,295763.0000,Chemicals
AARTIIND,Mar 2023,MAR 2023,12.3200,14.7400,44.0700,28.8700,385751.0000,Chemicals
AARTIIND,Mar 2024,MAR 2024,10.9300,17.2400,43.4300,28.3800,377953.0000,Chemicals
AARTIIND,Mar 2025,MAR 2025,6.2900,19.9600,42.2400,31.4800,439227.0000,Chemicals
AARTIIND,Mar 2026,MAR 2026,7.3800,20.1200,42.0900,30.3900,384210.0000,Chemicals
AARTIIND,Sep 2023,SEP 2023,10.5800,16.1400,43.5700,29.7200,423140.0000,Chemicals
AARTIIND,Sep 2024,SEP 2024,9.6800,18.1100,42.6100,29.5800,394154.0000,Chemicals
AARTIIND,Sep 2025,SEP 2025,6.4000,18.2100,42.1800,33.2000,428931.0000,Chemicals
AAVAS,Dec 2023,DEC 2023,32.3200,15.2900,39.1000,13.2900,132644.0000,Financial Services
AAVAS,Dec 2024,DEC 2024,33.9700,25.6900,26.4700,13.8700,147894.0000,Financial Services
AAVAS,Dec 2025,DEC 2025,24.7200,14.3000,48.9500,12.0400,120695.0000,Financial Services
AAVAS,Jun 2024,JUN 2024,35.8800,24.3900,26.4700,13.2600,144395.0000,Financial Services
AAVAS,Jun 2025,JUN 2025,29.7700,11.5200,48.9600,9.7500,121862.0000,Financial Services
AAVAS,Jun 2026,JUN 2026,16.2800,22.1500,48.8800,12.6900,113498.0000,Financial Services
AAVAS,Mar 2019,MAR 2019,13.1300,18.7100,58.2900,9.8600,12227.0000,Financial Services
AAVAS,Mar 2020,MAR 2020,23.6400,13.4600,53.4600,9.4400,21719.0000,Financial Services
AAVAS,Mar 2021,MAR 2021,31.8600,8.4900,50.0800,9.5700,25935.0000,Financial Services
AAVAS,Mar 2022,MAR 2022,39.9100,9.8900,39.2000,11.0000,50248.0000,Financial Services
AAVAS,Mar 2023,MAR 2023,38.8300,12.4900,39.1400,9.5300,60388.0000,Financial Services
AAVAS,Mar 2024,MAR 2024,34.8000,23.9900,26.4700,14.7600,151680.0000,Financial Services
AAVAS,Mar 2025,MAR 2025,29.6700,10.7500,26.4700,33.1100,132792.0000,Financial Services
AAVAS,Mar 2026,MAR 2026,16.7400,22.1400,48.8800,12.2400,117980.0000,Financial Services
AAVAS,Sep 2023,SEP 2023,35.4900,14.1300,39.1100,11.2400,107718.0000,Financial Services
AAVAS,Sep 2024,SEP 2024,35.5000,25.5500,26.4700,12.4900,144452.0000,Financial Services
AAVAS,Sep 2025,SEP 2025,25.8800,14.1300,48.9600,11.0200,122052.0000,Financial Services
ABB,Dec 2023,DEC 2023,10.7200,6.9200,75.0000,7.3600,102093.0000,Capital Goods
ABB,Dec 2024,DEC 2024,11.8500,5.7000,75.0000,7.4500,148890.0000,Capital Goods
ABB,Dec 2025,DEC 2025,7.6400,9.1500,75.0000,8.2000,200657.0000,Capital Goods
ABB,Jun 2024,JUN 2024,12.0600,5.6400,75.0000,7.2900,132505.0000,Capital Goods
ABB,Jun 2025,JUN 2025,9.2500,7.6600,75.0000,8.0800,182397.0000,Capital Goods
ABB,Jun 2026,JUN 2026,7.6700,9.8900,75.0000,7.4400,183577.0000,Capital Goods
ABB,Mar 2017,MAR 2017,4.3700,12.5400,75.0000,8.0900,64014.0000,Capital Goods
ABB,Mar 2018,MAR 2018,3.2100,13.5500,75.0000,8.2400,58583.0000,Capital Goods
ABB,Mar 2019,MAR 2019,3.3000,12.9500,75.0000,8.7500,65551.0000,Capital Goods
ABB,Mar 2020,MAR 2020,3.3100,11.6100,75.0000,10.0800,69683.0000,Capital Goods
ABB,Mar 2021,MAR 2021,3.8300,7.2600,75.0000,13.9100,76229.0000,Capital Goods
ABB,Mar 2022,MAR 2022,3.6800,8.2200,75.0000,13.1000,83187.0000,Capital Goods
ABB,Mar 2023,MAR 2023,8.4500,8.9800,75.0000,7.5600,106396.0000,Capital Goods
ABB,Mar 2024,MAR 2024,11.8900,5.9500,75.0000,7.1500,102557.0000,Capital Goods
ABB,Mar 2025,MAR 2025,10.2700,7.0100,75.0000,7.7000,171077.0000,Capital Goods
ABB,Mar 2026,MAR 2026,8.1900,9.2800,75.0000,7.5000,181528.0000,Capital Goods
ABB,Sep 2023,SEP 2023,10.1800,7.3700,75.0000,7.4700,112399.0000,Capital Goods
ABB,Sep 2024,SEP 2024,12.2800,5.4200,75.0000,7.2900,138259.0000,Capital Goods
ABB,Sep 2025,SEP 2025,8.2900,8.3100,75.0000,8.3900,202400.0000,Capital Goods
ABBOTINDIA,Dec 2023,DEC 2023,0.1800,8.7300,74.9900,16.0900,72252.0000,Healthcare
ABBOTINDIA,Dec 2024,DEC 2024,0.1700,9.0100,74.9900,15.8500,67892.0000,Healthcare
ABBOTINDIA,Dec 2025,DEC 2025,0.1900,9.0000,74.9900,15.8300,75801.0000,Healthcare
ABBOTINDIA,Jun 2024,JUN 2024,0.1800,8.8100,74.9900,16.0100,71588.0000,Healthcare
ABBOTINDIA,Jun 2025,JUN 2025,0.1600,9.1800,74.9900,15.6700,67584.0000,Healthcare
ABBOTINDIA,Jun 2026,JUN 2026,0.3800,8.7700,74.9900,15.8500,78320.0000,Healthcare
ABBOTINDIA,Mar 2017,MAR 2017,2.7400,6.1400,74.9900,16.1300,23004.0000,Healthcare
ABBOTINDIA,Mar 2018,MAR 2018,2.8200,6.6200,74.9900,15.5800,22583.0000,Healthcare
ABBOTINDIA,Mar 2019,MAR 2019,1.9000,7.1400,74.9900,15.9800,26624.0000,Healthcare
ABBOTINDIA,Mar 2020,MAR 2020,1.6400,6.0800,74.9900,17.3000,49254.0000,Healthcare
ABBOTINDIA,Mar 2021,MAR 2021,1.0100,5.5300,74.9900,18.4700,84478.0000,Healthcare
ABBOTINDIA,Mar 2022,MAR 2022,0.2200,7.5200,74.9900,17.2700,90567.0000,Healthcare
ABBOTINDIA,Mar 2023,MAR 2023,0.1900,8.6100,74.9900,16.2000,72086.0000,Healthcare
ABBOTINDIA,Mar 2024,MAR 2024,0.1800,8.9100,74.9900,15.9200,69382.0000,Healthcare
ABBOTINDIA,Mar 2025,MAR 2025,0.1600,8.9100,74.9900,15.9400,69934.0000,Healthcare
ABBOTINDIA,Mar 2026,MAR 2026,0.2700,8.9300,74.9900,15.8100,75866.0000,Healthcare
ABBOTINDIA,Sep 2023,SEP 2023,0.1900,8.8300,74.9900,16.0100,68885.0000,Healthcare
ABBOTINDIA,Sep 2024,SEP 2024,0.1700,9.0000,74.9900,15.8600,69449.0000,Healthcare
ABBOTINDIA,Sep 2025,SEP 2025,0.1600,9.1100,74.9900,15.7400,71199.0000,Healthcare
ABCAPITAL,Dec 2023,DEC 2023,9.7700,8.3700,68.9800,12.8900,491856.0000,Financial Services
ABCAPITAL,Dec 2024,DEC 2024,8.5700,9.5200,68.8500,13.0500,563086.0000,Financial Services
ABCAPITAL,Dec 2025,DEC 2025,5.1500,14.6700,68.5700,11.5900,546470.0000,Financial Services
ABCAPITAL,Jun 2024,JUN 2024,10.1200,8.1200,68.9800,12.7800,530087.0000,Financial Services
ABCAPITAL,Jun 2025,JUN 2025,6.4700,12.0600,68.7600,12.7200,560382.0000,Financial Services
ABCAPITAL,Jun 2026,JUN 2026,7.9400,13.3600,68.8100,9.7700,513052.0000,Financial Services
ABCAPITAL,Mar 2018,MAR 2018,5.2700,7.0400,72.7500,14.9400,495076.0000,Financial Services
ABCAPITAL,Mar 2019,MAR 2019,3.6500,7.5100,72.7400,16.1000,526452.0000,Financial Services
ABCAPITAL,Mar 2020,MAR 2020,2.1800,12.5700,70.4800,14.7700,508974.0000,Financial Services
ABCAPITAL,Mar 2021,MAR 2021,2.7900,12.2300,70.7000,14.2800,498750.0000,Financial Services
ABCAPITAL,Mar 2022,MAR 2022,2.3600,12.3300,71.0700,14.2400,538508.0000,Financial Services
ABCAPITAL,Mar 2023,MAR 2023,7.3200,7.8500,71.0200,13.8000,475283.0000,Financial Services
ABCAPITAL,Mar 2024,MAR 2024,10.9200,7.5500,68.9700,12.5900,503842.0000,Financial Services
ABCAPITAL,Mar 2025,MAR 2025,7.8300,9.7900,68.8400,13.5300,576863.0000,Financial Services
ABCAPITAL,Mar 2026,MAR 2026,7.0100,13.7100,68.5100,10.6400,522128.0000,Financial Services
ABCAPITAL,Sep 2023,SEP 2023,10.4600,8.2400,69.0000,12.3200,464366.0000,Financial Services
ABCAPITAL,Sep 2024,SEP 2024,10.4000,8.4700,68.9000,12.2300,527478.0000,Financial Services
ABCAPITAL,Sep 2025,SEP 2025,6.1000,12.8200,68.7000,12.3700,561046.0000,Financial Services
ABDL,Dec 2024,DEC 2024,2.5500,4.0100,80.9100,12.5300,109574.0000,Fast Moving Consumer Goods
ABDL,Dec 2025,DEC 2025,3.3600,4.6100,80.9100,11.1200,127169.0000,Fast Moving Consumer Goods
ABDL,Jun 2024,JUN 2024,3.8300,3.5200,80.9100,11.7300,363049.0000,Fast Moving Consumer Goods
ABDL,Jun 2025,JUN 2025,2.8200,4.7300,80.9100,11.5300,105910.0000,Fast Moving Consumer Goods
ABDL,Jun 2026,JUN 2026,3.2400,5.0700,80.9100,10.7700,112420.0000,Fast Moving Consumer Goods
ABDL,Mar 2025,MAR 2025,2.7300,4.0300,80.9100,12.3300,109052.0000,Fast Moving Consumer Goods
ABDL,Mar 2026,MAR 2026,3.2300,4.8200,80.9100,11.0300,119762.0000,Fast Moving Consumer Goods
ABDL,Sep 2024,SEP 2024,2.8300,4.1400,80.9100,12.1100,121282.0000,Fast Moving Consumer Goods
ABDL,Sep 2025,SEP 2025,2.9600,4.5600,80.9100,11.5800,109761.0000,Fast Moving Consumer Goods
ABFRL,Dec 2023,DEC 2023,14.1500,17.0000,55.4500,12.9100,289693.0000,Consumer Services
ABFRL,Dec 2024,DEC 2024,18.3500,14.5600,49.2400,17.4300,321623.0000,Consumer Services
ABFRL,Dec 2025,DEC 2025,18.3600,7.9000,46.6100,26.7900,376993.0000,Consumer Services
ABFRL,Jan 2016,JAN 2016,0.0000,26.4100,59.4600,14.1300,160672.0000,Consumer Services
ABFRL,Jun 2024,JUN 2024,19.9900,14.4500,51.9700,13.1200,300868.0000,Consumer Services
ABFRL,Jun 2025,JUN 2025,17.6300,12.1400,46.5800,23.2900,393518.0000,Consumer Services
ABFRL,Jun 2026,JUN 2026,12.8700,5.6900,46.6100,34.5200,368478.0000,Consumer Services
ABFRL,Mar 2017,MAR 2017,11.1500,14.9800,59.3300,14.5300,165809.0000,Consumer Services
ABFRL,Mar 2018,MAR 2018,10.5000,16.1200,59.2400,14.1400,157447.0000,Consumer Services
ABFRL,Mar 2019,MAR 2019,9.8400,18.1400,59.1000,12.7600,156313.0000,Consumer Services
ABFRL,Mar 2020,MAR 2020,8.4300,21.3500,59.0700,9.9900,151677.0000,Consumer Services
ABFRL,Mar 2021,MAR 2021,13.9500,17.5300,56.1000,11.3700,199012.0000,Consumer Services
ABFRL,Mar 2022,MAR 2022,13.1800,19.5200,56.0900,10.3200,225384.0000,Consumer Services
ABFRL,Mar 2023,MAR 2023,14.3900,18.4500,55.4700,10.7700,257409.0000,Consumer Services
ABFRL,Mar 2024,MAR 2024,19.5000,14.8400,51.8500,13.3500,312400.0000,Consumer Services
ABFRL,Mar 2025,MAR 2025,22.2000,14.6500,46.5800,16.2300,320957.0000,Consumer Services
ABFRL,Mar 2026,MAR 2026,15.5300,6.6200,46.6100,30.9600,369727.0000,Consumer Services
ABFRL,Sep 2023,SEP 2023,14.0300,17.0100,55.4500,13.0100,299083.0000,Consumer Services
ABFRL,Sep 2024,SEP 2024,19.6800,14.7600,49.2500,15.8900,300270.0000,Consumer Services
ABFRL,Sep 2025,SEP 2025,18.6200,8.0700,46.6100,26.3300,391980.0000,Consumer Services
ABLBL,Dec 2025,DEC 2025,16.2500,17.0500,46.6000,19.5800,275706.0000,Consumer Services
ABLBL,Jun 2025,JUN 2025,22.5900,10.9600,46.5800,19.5100,297575.0000,Consumer Services
ABLBL,Jun 2026,JUN 2026,12.7000,20.8000,46.6000,19.4200,262354.0000,Consumer Services
ABLBL,Mar 2026,MAR 2026,12.7800,20.2400,46.6000,19.8700,266973.0000,Consumer Services
ABLBL,Sep 2025,SEP 2025,21.5900,11.4800,46.6000,19.9800,284718.0000,Consumer Services
ABREL,Dec 2023,DEC 2023,6.4200,17.3900,50.2100,24.8600,68301.0000,Realty
ABREL,Dec 2024,DEC 2024,9.5300,15.3300,50.2100,23.8900,107955.0000,Realty
ABREL,Dec 2025,DEC 2025,8.9600,16.9000,50.2100,22.9100,101623.0000,Realty
ABREL,Jun 2024,JUN 2024,8.5200,15.7600,50.2100,24.4100,91178.0000,Realty
ABREL,Jun 2025,JUN 2025,9.1100,16.7400,50.2100,22.8900,105295.0000,Realty
ABREL,Jun 2026,JUN 2026,9.2600,16.6300,50.2100,23.1400,95594.0000,Realty
ABREL,Mar 2017,MAR 2017,9.1000,15.1400,47.7500,28.0000,65814.0000,Realty
ABREL,Mar 2018,MAR 2018,8.6200,17.2400,50.2100,23.9300,62393.0000,Realty
ABREL,Mar 2019,MAR 2019,9.6000,17.1900,50.2100,23.0000,64933.0000,Realty
ABREL,Mar 2020,MAR 2020,12.2600,14.6500,50.2100,22.8900,66236.0000,Realty
ABREL,Mar 2021,MAR 2021,9.7400,11.8900,50.2100,28.1600,75313.0000,Realty
ABREL,Mar 2022,MAR 2022,7.3200,15.4600,50.2100,27.0100,75614.0000,Realty
ABREL,Mar 2023,MAR 2023,7.9200,16.0700,50.2100,25.8200,72938.0000,Realty
ABREL,Mar 2024,MAR 2024,7.4600,16.5400,50.2100,24.6800,69463.0000,Realty
ABREL,Mar 2025,MAR 2025,9.2800,15.8600,50.2100,23.6000,106615.0000,Realty
ABREL,Mar 2026,MAR 2026,9.0400,16.4000,50.2100,23.3400,96982.0000,Realty
ABREL,Sep 2023,SEP 2023,6.6400,16.1000,50.2100,25.9300,72014.0000,Realty
ABREL,Sep 2024,SEP 2024,9.4100,15.9000,50.2100,23.4300,98994.0000,Realty
ABREL,Sep 2025,SEP 2025,9.1100,16.4300,50.2100,23.2200,107236.0000,Realty
ABSLAMC,Dec 2023,DEC 2023,1.7400,5.2100,86.4800,6.5700,382248.0000,Financial Services
ABSLAMC,Dec 2024,DEC 2024,5.0400,11.5100,74.9000,8.5200,288489.0000,Financial Services
ABSLAMC,Dec 2025,DEC 2025,6.0500,10.7900,74.8200,8.3100,252480.0000,Financial Services
ABSLAMC,Jun 2024,JUN 2024,4.6200,11.5900,75.0000,8.7800,344787.0000,Financial Services
ABSLAMC,Jun 2025,JUN 2025,5.5200,10.8000,74.8800,8.7700,271241.0000,Financial Services
ABSLAMC,Jun 2026,JUN 2026,4.4100,14.2600,74.7200,6.5800,236462.0000,Financial Services
ABSLAMC,Mar 2022,MAR 2022,1.2100,5.3600,86.5000,6.9300,497703.0000,Financial Services
ABSLAMC,Mar 2023,MAR 2023,1.6100,4.8400,86.5000,7.0500,431871.0000,Financial Services
ABSLAMC,Mar 2024,MAR 2024,4.3700,12.0800,75.3200,8.2400,365456.0000,Financial Services
ABSLAMC,Mar 2025,MAR 2025,5.3200,10.9200,74.9000,8.8400,286736.0000,Financial Services
ABSLAMC,Mar 2026,MAR 2026,5.7500,11.5500,74.8200,7.8500,244638.0000,Financial Services
ABSLAMC,Sep 2023,SEP 2023,1.6800,4.7200,86.4800,7.1000,404493.0000,Financial Services
ABSLAMC,Sep 2024,SEP 2024,4.5400,12.3700,74.9500,8.1300,297030.0000,Financial Services
ABSLAMC,Sep 2025,SEP 2025,6.1800,10.3000,74.8500,8.6400,259806.0000,Financial Services
ACC,Dec 2023,DEC 2023,6.2400,24.1400,56.6900,12.7600,164547.0000,Construction Materials
ACC,Dec 2024,DEC 2024,5.1400,24.6600,56.6900,13.3500,194430.0000,Construction Materials
ACC,Dec 2025,DEC 2025,5.9900,21.3700,56.6900,15.7800,237736.0000,Construction Materials
ACC,Jun 2024,JUN 2024,5.6400,24.8200,56.6900,12.6800,168397.0000,Construction Materials
ACC,Jun 2025,JUN 2025,4.6600,24.1300,56.6900,14.3600,219069.0000,Construction Materials
ACC,Jun 2026,JUN 2026,5.8300,21.1200,56.6900,16.1900,238540.0000,Construction Materials
ACC,Mar 2017,MAR 2017,14.2600,16.6800,54.5300,14.3800,104881.0000,Construction Materials
ACC,Mar 2018,MAR 2018,13.6900,17.6000,54.5300,14.0300,98342.0000,Construction Materials
ACC,Mar 2019,MAR 2019,8.9200,21.4500,54.5300,14.9500,96905.0000,Construction Materials
ACC,Mar 2020,MAR 2020,7.7900,21.0300,54.5300,16.4900,109196.0000,Construction Materials
ACC,Mar 2021,MAR 2021,12.7400,20.1800,54.5300,12.4000,108174.0000,Construction Materials
ACC,Mar 2022,MAR 2022,12.8500,19.8900,54.5300,12.5800,135310.0000,Construction Materials
ACC,Mar 2023,MAR 2023,10.0500,19.5100,56.6900,13.5700,170373.0000,Construction Materials
ACC,Mar 2024,MAR 2024,6.1700,24.6400,56.6900,12.3300,149893.0000,Construction Materials
ACC,Mar 2025,MAR 2025,4.8300,24.9200,56.6900,13.4100,204209.0000,Construction Materials
ACC,Mar 2026,MAR 2026,5.9300,21.6200,56.6900,15.6000,235988.0000,Construction Materials
ACC,Sep 2023,SEP 2023,7.1000,22.7900,56.6900,13.2600,167639.0000,Construction Materials
ACC,Sep 2024,SEP 2024,5.5000,24.4200,56.6900,13.2200,186393.0000,Construction Materials
ACC,Sep 2025,SEP 2025,5.0400,22.5500,56.6900,15.5500,229364.0000,Construction Materials
ACE,Dec 2023,DEC 2023,8.8100,2.6100,66.7600,21.7700,114418.0000,Capital Goods
ACE,Dec 2024,DEC 2024,11.9000,1.7600,65.4100,20.8600,162240.0000,Capital Goods
ACE,Dec 2025,DEC 2025,10.4000,1.7600,65.4200,22.3500,181846.0000,Capital Goods
ACE,Jun 2024,JUN 2024,10.1300,1.7900,65.4100,22.6100,174717.0000,Capital Goods
ACE,Jun 2025,JUN 2025,11.4400,2.0500,65.4100,21.0200,171647.0000,Capital Goods
ACE,Jun 2026,JUN 2026,7.8200,2.5900,65.4200,24.1200,183575.0000,Capital Goods
ACE,Mar 2017,MAR 2017,1.7000,1.6600,73.1000,23.5500,26309.0000,Capital Goods
ACE,Mar 2018,MAR 2018,3.6600,1.5400,68.9100,25.8900,29627.0000,Capital Goods
ACE,Mar 2019,MAR 2019,2.1400,1.5000,69.7800,26.5700,32292.0000,Capital Goods
ACE,Mar 2020,MAR 2020,0.9400,0.7900,72.4200,25.8600,31701.0000,Capital Goods
ACE,Mar 2021,MAR 2021,3.1500,1.4200,70.0500,25.3700,41110.0000,Capital Goods
ACE,Mar 2022,MAR 2022,4.8400,3.4900,66.7600,24.9200,92888.0000,Capital Goods
ACE,Mar 2023,MAR 2023,5.6300,3.5400,66.7600,24.0800,85319.0000,Capital Goods
ACE,Mar 2024,MAR 2024,9.3500,2.2100,66.7600,21.6400,131256.0000,Capital Goods
ACE,Mar 2025,MAR 2025,11.5700,1.9700,65.4100,20.9700,166873.0000,Capital Goods
ACE,Mar 2026,MAR 2026,9.5800,1.8400,65.4200,23.1000,181542.0000,Capital Goods
ACE,Sep 2023,SEP 2023,8.9600,2.7900,66.7600,21.4800,104247.0000,Capital Goods
ACE,Sep 2024,SEP 2024,10.4800,1.6100,65.4100,22.4300,182607.0000,Capital Goods
ACE,Sep 2025,SEP 2025,10.3600,1.8300,65.4200,22.3300,181766.0000,Capital Goods
ACMESOLAR,Dec 2024,DEC 2024,5.5400,6.9700,83.4100,4.0700,199394.0000,Power
ACMESOLAR,Dec 2025,DEC 2025,4.0300,6.8700,83.2900,5.6900,184159.0000,Power
ACMESOLAR,Jun 2025,JUN 2025,5.7600,6.6100,83.4100,4.2200,197223.0000,Power
ACMESOLAR,Jun 2026,JUN 2026,4.3900,19.1000,71.4000,4.9200,143209.0000,Power
ACMESOLAR,Mar 2025,MAR 2025,4.7400,7.0900,83.4100,4.7500,215043.0000,Power
ACMESOLAR,Mar 2026,MAR 2026,3.6000,7.0500,83.2900,5.9600,164635.0000,Power
ACMESOLAR,Sep 2025,SEP 2025,5.5700,6.3900,83.4100,4.6300,177167.0000,Power
ACUTAAS,Dec 2023,DEC 2023,11.6600,7.5800,39.9100,40.8500,83344.0000,Healthcare
ACUTAAS,Dec 2024,DEC 2024,15.5200,20.2300,35.9600,28.2700,95756.0000,Healthcare
ACUTAAS,Dec 2025,DEC 2025,16.6700,21.7000,32.6600,28.9600,110363.0000,Healthcare
ACUTAAS,Jun 2024,JUN 2024,12.9300,14.8100,35.9800,36.2800,90987.0000,Healthcare
ACUTAAS,Jun 2025,JUN 2025,16.9400,22.3800,32.6600,28.0000,119890.0000,Healthcare
ACUTAAS,Jun 2026,JUN 2026,21.6100,19.5500,32.6600,26.1600,125569.0000,Healthcare
ACUTAAS,Mar 2022,MAR 2022,2.2300,5.6300,41.0500,51.0800,93922.0000,Healthcare
ACUTAAS,Mar 2023,MAR 2023,6.3600,3.6300,39.4100,50.6200,78786.0000,Healthcare
ACUTAAS,Mar 2024,MAR 2024,8.9800,6.8000,39.9100,44.3100,95784.0000,Healthcare
ACUTAAS,Mar 2025,MAR 2025,16.4800,18.3100,35.9600,29.2200,114060.0000,Healthcare
ACUTAAS,Mar 2026,MAR 2026,19.4800,19.6000,32.6600,28.2400,112939.0000,Healthcare
ACUTAAS,Sep 2023,SEP 2023,7.1500,5.9500,38.9300,47.9700,72897.0000,Healthcare
ACUTAAS,Sep 2024,SEP 2024,13.8700,19.9300,35.9700,30.2400,93394.0000,Healthcare
ACUTAAS,Sep 2025,SEP 2025,16.8400,22.5900,32.6600,27.8900,108664.0000,Healthcare
ADANIENSOL,Dec 2023,DEC 2023,17.4900,3.8200,73.2200,5.4600,476626.0000,Power
ADANIENSOL,Dec 2024,DEC 2024,17.3400,5.8500,69.9400,6.8700,549520.0000,Power
