symbol,period,period_type,fii_pct,dii_pct,promoter_pct,public_pct,shareholders,sector
AUROPHARMA,Mar 2023,MAR 2023,23.0300,15.0900,51.8400,10.0600,343617.0000,Healthcare
AUROPHARMA,Mar 2024,MAR 2024,18.0100,23.2800,51.8400,6.8700,244575.0000,Healthcare
AUROPHARMA,Mar 2025,MAR 2025,15.3300,26.2300,51.8200,6.6100,269323.0000,Healthcare
AUROPHARMA,Mar 2026,MAR 2026,15.2400,25.8200,51.8200,7.0800,241298.0000,Healthcare
AUROPHARMA,Sep 2023,SEP 2023,22.4500,18.2900,51.8400,7.4300,259638.0000,Healthcare
AUROPHARMA,Sep 2024,SEP 2024,16.5900,25.1400,51.8200,6.4500,248488.0000,Healthcare
AUROPHARMA,Sep 2025,SEP 2025,14.2100,27.6000,51.8200,6.3700,247662.0000,Healthcare
AWL,Dec 2023,DEC 2023,0.6500,0.1200,87.8800,11.3500,1200267.0000,Fast Moving Consumer Goods
AWL,Dec 2024,DEC 2024,1.1600,0.0500,87.8800,10.9100,1059390.0000,Fast Moving Consumer Goods
AWL,Dec 2025,DEC 2025,21.1500,9.2800,56.9400,12.3000,966721.0000,Fast Moving Consumer Goods
AWL,Jun 2024,JUN 2024,0.7300,0.2500,87.8800,11.1500,1161453.0000,Fast Moving Consumer Goods
AWL,Jun 2025,JUN 2025,4.6100,8.6200,74.3600,12.0800,1034675.0000,Fast Moving Consumer Goods
AWL,Jun 2026,JUN 2026,21.1000,8.4600,56.9400,12.9100,931230.0000,Fast Moving Consumer Goods
AWL,Mar 2022,MAR 2022,2.0100,0.4100,87.9400,9.6400,802280.0000,Fast Moving Consumer Goods
AWL,Mar 2023,MAR 2023,1.2700,0.1100,87.9400,10.6800,1132258.0000,Fast Moving Consumer Goods
AWL,Mar 2024,MAR 2024,0.7700,0.2900,87.8800,11.0800,1173450.0000,Fast Moving Consumer Goods
AWL,Mar 2025,MAR 2025,4.3100,8.9000,74.3600,12.0800,1057695.0000,Fast Moving Consumer Goods
AWL,Mar 2026,MAR 2026,21.8600,8.3700,56.9400,12.3800,941828.0000,Fast Moving Consumer Goods
AWL,Sep 2023,SEP 2023,0.6300,0.0600,87.9400,11.3600,1153748.0000,Fast Moving Consumer Goods
AWL,Sep 2024,SEP 2024,0.9500,0.0700,87.8800,11.1100,1075647.0000,Fast Moving Consumer Goods
AWL,Sep 2025,SEP 2025,14.1100,8.8200,63.9400,12.7800,1013527.0000,Fast Moving Consumer Goods
AXISBANK,Dec 2023,DEC 2023,54.6800,28.8300,8.2000,8.2700,785502.0000,Financial Services
AXISBANK,Dec 2024,DEC 2024,47.3200,37.4800,8.2300,6.9700,899949.0000,Financial Services
AXISBANK,Dec 2025,DEC 2025,42.5800,42.6500,8.1500,6.6100,863758.0000,Financial Services
AXISBANK,Jun 2024,JUN 2024,53.4300,31.6300,8.3100,6.6300,769651.0000,Financial Services
AXISBANK,Jun 2025,JUN 2025,43.8100,41.2200,8.1700,6.8000,885725.0000,Financial Services
AXISBANK,Jun 2026,JUN 2026,39.9100,42.6900,7.8700,9.5200,836818.0000,Financial Services
AXISBANK,Mar 2017,MAR 2017,50.5400,8.8400,30.1300,10.4900,448287.0000,Financial Services
AXISBANK,Mar 2018,MAR 2018,49.9000,13.4100,27.6000,9.0900,353088.0000,Financial Services
AXISBANK,Mar 2019,MAR 2019,49.6200,21.2400,18.7000,10.4400,336023.0000,Financial Services
AXISBANK,Mar 2020,MAR 2020,45.4900,24.9400,16.0000,13.5600,558989.0000,Financial Services
AXISBANK,Mar 2021,MAR 2021,51.4300,23.2700,13.5800,11.7200,620618.0000,Financial Services
AXISBANK,Mar 2022,MAR 2022,46.9300,30.5000,9.7000,12.8700,813530.0000,Financial Services
AXISBANK,Mar 2023,MAR 2023,49.0500,32.0100,8.1600,10.7900,846261.0000,Financial Services
AXISBANK,Mar 2024,MAR 2024,53.8400,30.1200,8.2200,7.8100,786166.0000,Financial Services
AXISBANK,Mar 2025,MAR 2025,43.9400,40.8700,8.1800,6.9900,935453.0000,Financial Services
AXISBANK,Mar 2026,MAR 2026,42.0400,43.3500,8.1400,6.4400,854844.0000,Financial Services
AXISBANK,Sep 2023,SEP 2023,53.0000,29.0300,8.2200,9.7600,785601.0000,Financial Services
AXISBANK,Sep 2024,SEP 2024,51.7800,33.2100,8.2900,6.7100,828629.0000,Financial Services
AXISBANK,Sep 2025,SEP 2025,41.8900,42.8700,8.1600,7.0600,918780.0000,Financial Services
BAJAJ-AUTO,Dec 2023,DEC 2023,14.6400,8.6600,54.9500,21.6700,200795.0000,Automobile and Auto Components
BAJAJ-AUTO,Dec 2024,DEC 2024,12.4500,9.9800,55.0400,22.4400,347655.0000,Automobile and Auto Components
BAJAJ-AUTO,Dec 2025,DEC 2025,8.8400,14.0700,54.9900,22.0100,333792.0000,Automobile and Auto Components
BAJAJ-AUTO,Jun 2024,JUN 2024,14.1900,8.7300,55.0600,21.9200,274956.0000,Automobile and Auto Components
BAJAJ-AUTO,Jun 2025,JUN 2025,10.3000,12.0100,55.0400,22.5300,358806.0000,Automobile and Auto Components
BAJAJ-AUTO,Jun 2026,JUN 2026,9.0100,13.4200,55.0100,22.4400,678954.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2017,MAR 2017,17.4400,7.6700,49.3000,25.5900,80360.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2018,MAR 2018,17.2000,8.5100,49.3000,24.9900,88377.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2019,MAR 2019,15.6400,7.3800,51.1800,25.8000,109541.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2020,MAR 2020,13.9400,8.7600,53.6600,23.6400,125263.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2021,MAR 2021,11.9900,12.2900,53.7000,22.0200,156955.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2022,MAR 2022,10.4900,13.1700,53.7700,22.5700,233225.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2023,MAR 2023,12.3500,10.7900,54.9900,21.7900,209076.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2024,MAR 2024,14.5300,8.4700,55.0600,21.8800,297605.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2025,MAR 2025,11.6100,10.9200,55.0300,22.3200,344314.0000,Automobile and Auto Components
BAJAJ-AUTO,Mar 2026,MAR 2026,8.8200,14.3500,55.0100,21.6200,314095.0000,Automobile and Auto Components
BAJAJ-AUTO,Sep 2023,SEP 2023,14.3700,9.0300,54.9900,21.5400,196543.0000,Automobile and Auto Components
BAJAJ-AUTO,Sep 2024,SEP 2024,14.3200,8.6700,55.0400,21.8900,269698.0000,Automobile and Auto Components
BAJAJ-AUTO,Sep 2025,SEP 2025,9.6600,12.7800,55.0400,22.5100,357666.0000,Automobile and Auto Components
BAJAJFINSV,Dec 2023,DEC 2023,7.9100,7.4800,60.6900,23.7000,585220.0000,Financial Services
BAJAJFINSV,Dec 2024,DEC 2024,7.4000,8.9100,60.6400,22.9300,777680.0000,Financial Services
BAJAJFINSV,Dec 2025,DEC 2025,8.0600,10.7400,58.8100,22.3700,617071.0000,Financial Services
BAJAJFINSV,Jun 2024,JUN 2024,8.3900,7.6000,60.6400,23.1800,708432.0000,Financial Services
BAJAJFINSV,Jun 2025,JUN 2025,8.4000,10.0900,58.8100,22.6000,683279.0000,Financial Services
BAJAJFINSV,Jun 2026,JUN 2026,6.9000,12.1100,58.7200,22.2300,597797.0000,Financial Services
BAJAJFINSV,Mar 2017,MAR 2017,8.2200,6.3900,58.3500,27.0400,67348.0000,Financial Services
BAJAJFINSV,Mar 2018,MAR 2018,7.8200,7.0300,58.3500,26.8000,94270.0000,Financial Services
BAJAJFINSV,Mar 2019,MAR 2019,8.3000,6.5000,58.3700,26.8100,99512.0000,Financial Services
BAJAJFINSV,Mar 2020,MAR 2020,8.6200,6.2400,60.8000,24.1500,171188.0000,Financial Services
BAJAJFINSV,Mar 2021,MAR 2021,9.0700,6.0900,60.8000,23.8700,194174.0000,Financial Services
BAJAJFINSV,Mar 2022,MAR 2022,8.5000,6.9700,60.7700,23.6500,243853.0000,Financial Services
BAJAJFINSV,Mar 2023,MAR 2023,7.0300,7.1000,60.7800,24.9500,736596.0000,Financial Services
BAJAJFINSV,Mar 2024,MAR 2024,8.4200,7.3300,60.6900,23.3800,567041.0000,Financial Services
BAJAJFINSV,Mar 2025,MAR 2025,7.5300,8.9900,60.6400,22.7100,708845.0000,Financial Services
BAJAJFINSV,Mar 2026,MAR 2026,7.2300,11.7600,58.7200,22.1600,601457.0000,Financial Services
BAJAJFINSV,Sep 2023,SEP 2023,7.6600,7.0900,60.6900,24.3100,660295.0000,Financial Services
BAJAJFINSV,Sep 2024,SEP 2024,8.2400,8.1300,60.6400,22.8400,807360.0000,Financial Services
BAJAJFINSV,Sep 2025,SEP 2025,8.1100,10.4900,58.8100,22.5200,639624.0000,Financial Services
BAJAJHLDNG,Dec 2023,DEC 2023,11.5700,5.9500,51.4600,31.0100,61275.0000,Financial Services
BAJAJHLDNG,Dec 2024,DEC 2024,10.6500,7.1200,51.4600,30.7500,64338.0000,Financial Services
BAJAJHLDNG,Dec 2025,DEC 2025,10.2600,7.3100,51.4600,30.9700,84234.0000,Financial Services
BAJAJHLDNG,Jun 2024,JUN 2024,11.2100,6.4200,51.4600,30.9200,65300.0000,Financial Services
BAJAJHLDNG,Jun 2025,JUN 2025,10.3100,7.4500,51.4600,30.7800,72783.0000,Financial Services
BAJAJHLDNG,Jun 2026,JUN 2026,9.4700,8.2600,51.4600,30.8000,83499.0000,Financial Services
BAJAJHLDNG,Mar 2017,MAR 2017,15.4700,6.0200,43.7700,34.7300,45943.0000,Financial Services
BAJAJHLDNG,Mar 2018,MAR 2018,15.9700,5.1100,44.3200,34.6000,46647.0000,Financial Services
BAJAJHLDNG,Mar 2019,MAR 2019,14.4300,2.1300,49.0300,34.4100,43588.0000,Financial Services
BAJAJHLDNG,Mar 2020,MAR 2020,15.6600,2.4200,49.9100,32.0100,51337.0000,Financial Services
BAJAJHLDNG,Mar 2021,MAR 2021,14.3900,3.6700,49.9500,31.9900,59483.0000,Financial Services
BAJAJHLDNG,Mar 2022,MAR 2022,12.0600,5.1700,51.0900,31.6800,62749.0000,Financial Services
BAJAJHLDNG,Mar 2023,MAR 2023,12.3400,4.9700,51.4600,31.2200,66687.0000,Financial Services
BAJAJHLDNG,Mar 2024,MAR 2024,11.5300,6.0900,51.4600,30.9000,60774.0000,Financial Services
BAJAJHLDNG,Mar 2025,MAR 2025,10.5600,7.3000,51.4600,30.6900,69354.0000,Financial Services
BAJAJHLDNG,Mar 2026,MAR 2026,9.6200,8.0800,51.4600,30.8500,83963.0000,Financial Services
BAJAJHLDNG,Sep 2023,SEP 2023,11.6500,5.8800,51.4600,31.0100,60734.0000,Financial Services
BAJAJHLDNG,Sep 2024,SEP 2024,10.8900,6.8000,51.4600,30.8200,65695.0000,Financial Services
BAJAJHLDNG,Sep 2025,SEP 2025,10.3300,7.3100,51.4600,30.9000,75884.0000,Financial Services
BAJFINANCE,Dec 2023,DEC 2023,20.9200,14.0100,54.7800,10.1700,745040.0000,Financial Services
BAJFINANCE,Dec 2024,DEC 2024,20.7900,15.0800,54.7000,9.3200,791392.0000,Financial Services
BAJFINANCE,Dec 2025,DEC 2025,21.4900,14.8600,54.7000,8.7700,961994.0000,Financial Services
BAJFINANCE,Jun 2024,JUN 2024,21.0800,14.2300,54.7000,9.8300,805241.0000,Financial Services
BAJFINANCE,Jun 2025,JUN 2025,21.7100,14.5200,54.7300,8.9200,899777.0000,Financial Services
BAJFINANCE,Jun 2026,JUN 2026,20.2000,16.3000,54.6800,8.6400,985158.0000,Financial Services
BAJFINANCE,Mar 2017,MAR 2017,19.2600,5.3600,57.9400,16.8900,94633.0000,Financial Services
BAJFINANCE,Mar 2018,MAR 2018,19.4600,8.9800,55.1400,15.9400,131959.0000,Financial Services
BAJFINANCE,Mar 2019,MAR 2019,20.6700,8.5000,55.1700,15.4700,168420.0000,Financial Services
BAJFINANCE,Mar 2020,MAR 2020,21.1600,10.8900,56.2000,11.4600,354901.0000,Financial Services
BAJFINANCE,Mar 2021,MAR 2021,24.0600,9.0800,56.1200,10.5700,464394.0000,Financial Services
BAJFINANCE,Mar 2022,MAR 2022,21.4100,11.2200,55.8600,11.1500,718638.0000,Financial Services
BAJFINANCE,Mar 2023,MAR 2023,19.1600,12.9200,55.9100,11.7500,890706.0000,Financial Services
BAJFINANCE,Mar 2024,MAR 2024,20.5500,14.3300,54.6900,10.1900,799199.0000,Financial Services
BAJFINANCE,Mar 2025,MAR 2025,21.4500,14.7800,54.7300,8.8400,705610.0000,Financial Services
BAJFINANCE,Mar 2026,MAR 2026,21.3300,15.1000,54.7100,8.7300,1002945.0000,Financial Services
BAJFINANCE,Sep 2023,SEP 2023,20.4100,13.0500,55.8700,10.5000,726583.0000,Financial Services
BAJFINANCE,Sep 2024,SEP 2024,20.8100,15.0100,54.7000,9.3600,781913.0000,Financial Services
BAJFINANCE,Sep 2025,SEP 2025,21.9700,14.3900,54.6700,8.7800,941999.0000,Financial Services
BALKRISIND,Dec 2023,DEC 2023,12.6900,21.3200,58.3000,7.5900,125341.0000,Automobile and Auto Components
BALKRISIND,Dec 2024,DEC 2024,11.2800,23.8100,58.3000,6.4600,118966.0000,Automobile and Auto Components
BALKRISIND,Dec 2025,DEC 2025,11.0000,24.4200,58.3000,6.2900,123337.0000,Automobile and Auto Components
BALKRISIND,Jun 2024,JUN 2024,12.6100,22.2900,58.3000,6.6500,123435.0000,Automobile and Auto Components
BALKRISIND,Jun 2025,JUN 2025,10.5000,24.7100,58.3000,6.3700,127401.0000,Automobile and Auto Components
BALKRISIND,Jun 2026,JUN 2026,10.3300,24.6000,58.3000,6.7700,122372.0000,Automobile and Auto Components
BALKRISIND,Mar 2017,MAR 2017,18.2900,13.2300,54.3700,14.1100,14211.0000,Automobile and Auto Components
BALKRISIND,Mar 2018,MAR 2018,17.6500,10.9700,58.3000,13.0800,35211.0000,Automobile and Auto Components
BALKRISIND,Mar 2019,MAR 2019,11.4600,15.0300,58.3000,15.2100,54477.0000,Automobile and Auto Components
BALKRISIND,Mar 2020,MAR 2020,11.9300,17.8000,58.3000,11.9700,55046.0000,Automobile and Auto Components
BALKRISIND,Mar 2021,MAR 2021,14.4000,14.6000,58.3000,12.7100,94371.0000,Automobile and Auto Components
BALKRISIND,Mar 2022,MAR 2022,14.0500,11.7800,58.2900,15.8700,139913.0000,Automobile and Auto Components
BALKRISIND,Mar 2023,MAR 2023,12.4200,20.2100,58.3000,8.9900,146804.0000,Automobile and Auto Components
BALKRISIND,Mar 2024,MAR 2024,12.2400,21.9700,58.3000,7.3800,134831.0000,Automobile and Auto Components
BALKRISIND,Mar 2025,MAR 2025,11.4600,23.6300,58.3000,6.4600,123755.0000,Automobile and Auto Components
BALKRISIND,Mar 2026,MAR 2026,11.1300,24.2500,58.3000,6.3200,120740.0000,Automobile and Auto Components
BALKRISIND,Sep 2023,SEP 2023,12.5300,21.1100,58.3000,7.9400,136214.0000,Automobile and Auto Components
BALKRISIND,Sep 2024,SEP 2024,11.7200,23.3100,58.3000,6.5200,124388.0000,Automobile and Auto Components
BALKRISIND,Sep 2025,SEP 2025,10.7000,24.5500,58.3000,6.3100,123406.0000,Automobile and Auto Components
BALRAMCHIN,Dec 2023,DEC 2023,10.4900,21.6300,42.8900,24.9800,224016.0000,Fast Moving Consumer Goods
BALRAMCHIN,Dec 2024,DEC 2024,12.1100,26.5300,42.8700,18.5000,209649.0000,Fast Moving Consumer Goods
BALRAMCHIN,Dec 2025,DEC 2025,10.5500,27.5000,42.8600,19.0900,193296.0000,Fast Moving Consumer Goods
BALRAMCHIN,Jun 2024,JUN 2024,12.1900,22.5800,42.8900,22.3400,213934.0000,Fast Moving Consumer Goods
BALRAMCHIN,Jun 2025,JUN 2025,11.9900,28.0200,42.8700,17.1200,188796.0000,Fast Moving Consumer Goods
BALRAMCHIN,Jun 2026,JUN 2026,9.3300,29.0900,42.8600,18.7100,187662.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2017,MAR 2017,15.4300,16.6900,40.9400,26.9300,79352.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2018,MAR 2018,20.6100,7.8600,39.8400,31.6900,107814.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2019,MAR 2019,20.5900,7.7600,40.9800,30.6700,88169.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2020,MAR 2020,22.6400,12.7500,41.1000,23.5100,85865.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2021,MAR 2021,21.5700,15.0600,41.2100,22.1600,87449.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2022,MAR 2022,17.0000,19.2500,42.4200,21.3300,173901.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2023,MAR 2023,13.5200,20.9100,42.8900,22.6700,187241.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2024,MAR 2024,11.2700,20.7600,42.8900,25.0700,239972.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2025,MAR 2025,12.0100,27.1300,42.8700,18.0000,199662.0000,Fast Moving Consumer Goods
BALRAMCHIN,Mar 2026,MAR 2026,10.4300,27.6700,42.8600,19.0300,186610.0000,Fast Moving Consumer Goods
BALRAMCHIN,Sep 2023,SEP 2023,14.1800,22.1300,42.8900,20.7800,183340.0000,Fast Moving Consumer Goods
BALRAMCHIN,Sep 2024,SEP 2024,12.8500,26.4300,42.8900,17.7900,193214.0000,Fast Moving Consumer Goods
BALRAMCHIN,Sep 2025,SEP 2025,11.2000,27.5900,42.8600,18.3300,193075.0000,Fast Moving Consumer Goods
BATAINDIA,Dec 2023,DEC 2023,7.8800,29.6900,50.1600,12.2600,204861.0000,Consumer Durables
BATAINDIA,Dec 2024,DEC 2024,7.4800,29.1500,50.1600,13.2100,233660.0000,Consumer Durables
BATAINDIA,Dec 2025,DEC 2025,6.1800,29.3100,50.1600,14.3400,239885.0000,Consumer Durables
BATAINDIA,Jun 2024,JUN 2024,7.6300,27.5200,50.1600,14.7000,253334.0000,Consumer Durables
BATAINDIA,Jun 2025,JUN 2025,6.8900,29.3500,50.1600,13.6100,234388.0000,Consumer Durables
BATAINDIA,Jun 2026,JUN 2026,6.3800,27.2200,50.1600,16.2400,245930.0000,Consumer Durables
BATAINDIA,Mar 2017,MAR 2017,6.7900,21.2900,52.9600,18.9600,112311.0000,Consumer Durables
BATAINDIA,Mar 2018,MAR 2018,6.1900,25.5000,52.9600,15.3500,114023.0000,Consumer Durables
BATAINDIA,Mar 2019,MAR 2019,11.1400,21.5800,52.9600,14.3200,122956.0000,Consumer Durables
BATAINDIA,Mar 2020,MAR 2020,9.2400,22.8400,52.9600,14.9600,177633.0000,Consumer Durables
BATAINDIA,Mar 2021,MAR 2021,5.3300,26.0000,52.9600,15.7100,223608.0000,Consumer Durables
BATAINDIA,Mar 2022,MAR 2022,6.6600,27.4100,52.9600,12.9700,202543.0000,Consumer Durables
BATAINDIA,Mar 2023,MAR 2023,5.8500,30.5600,50.1600,13.4200,231072.0000,Consumer Durables
BATAINDIA,Mar 2024,MAR 2024,8.2400,28.3100,50.1600,13.2800,223136.0000,Consumer Durables
BATAINDIA,Mar 2025,MAR 2025,6.9300,29.4600,50.1600,13.4500,234080.0000,Consumer Durables
BATAINDIA,Mar 2026,MAR 2026,6.4300,28.3900,50.1600,15.0200,241836.0000,Consumer Durables
BATAINDIA,Sep 2023,SEP 2023,7.5100,29.9700,50.1600,12.3600,209846.0000,Consumer Durables
BATAINDIA,Sep 2024,SEP 2024,8.8100,27.1200,50.1600,13.8900,237735.0000,Consumer Durables
BATAINDIA,Sep 2025,SEP 2025,6.8900,29.3900,50.1600,13.5500,236169.0000,Consumer Durables
BAYERCROP,Dec 2023,DEC 2023,3.5300,12.7000,71.4400,12.3300,46907.0000,Chemicals
BAYERCROP,Dec 2024,DEC 2024,3.4200,11.6900,71.4400,13.4500,54289.0000,Chemicals
BAYERCROP,Dec 2025,DEC 2025,3.8400,11.4700,71.4400,13.2700,58571.0000,Chemicals
BAYERCROP,Jun 2024,JUN 2024,3.6300,12.4700,71.4400,12.4700,46201.0000,Chemicals
BAYERCROP,Jun 2025,JUN 2025,3.6400,11.3800,71.4400,13.5500,55753.0000,Chemicals
BAYERCROP,Jun 2026,JUN 2026,3.9700,11.6400,71.4400,12.9600,58884.0000,Chemicals
BAYERCROP,Mar 2017,MAR 2017,7.6100,12.5700,68.5800,11.2400,22176.0000,Chemicals
BAYERCROP,Mar 2018,MAR 2018,4.4300,14.4200,68.6900,12.4600,44345.0000,Chemicals
BAYERCROP,Mar 2019,MAR 2019,3.6200,15.8800,68.6900,11.8000,44093.0000,Chemicals
BAYERCROP,Mar 2020,MAR 2020,2.1700,13.8600,71.4300,12.5300,57059.0000,Chemicals
BAYERCROP,Mar 2021,MAR 2021,2.8700,12.4900,71.4300,13.2100,65285.0000,Chemicals
BAYERCROP,Mar 2022,MAR 2022,2.9000,12.9000,71.4300,12.7700,60230.0000,Chemicals
BAYERCROP,Mar 2023,MAR 2023,3.1800,12.7400,71.4400,12.6400,57253.0000,Chemicals
BAYERCROP,Mar 2024,MAR 2024,3.6200,12.8000,71.4400,12.1500,45852.0000,Chemicals
BAYERCROP,Mar 2025,MAR 2025,3.4900,11.5600,71.4400,13.5300,54216.0000,Chemicals
BAYERCROP,Mar 2026,MAR 2026,3.8900,11.8900,71.4400,12.7900,55795.0000,Chemicals
BAYERCROP,Sep 2023,SEP 2023,3.3000,13.2300,71.4400,12.0500,45329.0000,Chemicals
BAYERCROP,Sep 2024,SEP 2024,3.3000,12.0800,71.4400,13.1800,51289.0000,Chemicals
BAYERCROP,Sep 2025,SEP 2025,3.8000,11.2200,71.4400,13.5600,58109.0000,Chemicals
BBTC,Dec 2023,DEC 2023,8.4800,1.2500,74.0500,16.2200,33322.0000,Fast Moving Consumer Goods
BBTC,Dec 2024,DEC 2024,9.6400,1.4800,74.0500,14.8400,39028.0000,Fast Moving Consumer Goods
BBTC,Dec 2025,DEC 2025,9.4200,1.4200,74.0400,15.1200,47042.0000,Fast Moving Consumer Goods
BBTC,Jun 2024,JUN 2024,8.8600,1.4500,74.0500,15.6400,34104.0000,Fast Moving Consumer Goods
BBTC,Jun 2025,JUN 2025,9.3300,1.4300,74.0500,15.1900,44823.0000,Fast Moving Consumer Goods
BBTC,Jun 2026,JUN 2026,9.4600,1.0400,74.0400,15.4600,48630.0000,Fast Moving Consumer Goods
BBTC,Mar 2016,MAR 2016,0.0000,5.3600,74.0100,20.6300,17144.0000,Fast Moving Consumer Goods
BBTC,Mar 2017,MAR 2017,1.5500,5.2600,74.0100,19.1700,18029.0000,Fast Moving Consumer Goods
BBTC,Mar 2018,MAR 2018,4.8500,2.4100,74.0100,18.7200,23418.0000,Fast Moving Consumer Goods
BBTC,Mar 2019,MAR 2019,4.6900,2.2400,74.0300,19.0200,28608.0000,Fast Moving Consumer Goods
BBTC,Mar 2020,MAR 2020,6.7800,1.1900,74.0400,17.9700,30955.0000,Fast Moving Consumer Goods
BBTC,Mar 2021,MAR 2021,7.5100,1.1400,74.0400,17.3000,39872.0000,Fast Moving Consumer Goods
BBTC,Mar 2022,MAR 2022,7.2900,1.1800,74.0400,17.4900,46465.0000,Fast Moving Consumer Goods
BBTC,Mar 2023,MAR 2023,7.9500,1.1900,74.0400,16.8300,43686.0000,Fast Moving Consumer Goods
BBTC,Mar 2024,MAR 2024,8.9600,1.2700,74.0500,15.7100,32500.0000,Fast Moving Consumer Goods
BBTC,Mar 2025,MAR 2025,9.6000,1.4700,74.0500,14.8800,43025.0000,Fast Moving Consumer Goods
BBTC,Mar 2026,MAR 2026,9.4800,1.4600,74.0400,15.0100,46776.0000,Fast Moving Consumer Goods
BBTC,Sep 2023,SEP 2023,8.2700,1.3000,74.0500,16.3900,38086.0000,Fast Moving Consumer Goods
BBTC,Sep 2024,SEP 2024,9.4800,1.5000,74.0500,14.9700,40610.0000,Fast Moving Consumer Goods
BBTC,Sep 2025,SEP 2025,9.3000,1.4300,74.0500,15.2200,44643.0000,Fast Moving Consumer Goods
BDL,Dec 2023,DEC 2023,3.0900,13.3200,74.9300,8.6400,205887.0000,Capital Goods
BDL,Dec 2024,DEC 2024,3.0900,8.7000,74.9300,13.2600,594284.0000,Capital Goods
BDL,Dec 2025,DEC 2025,2.2900,10.9400,74.9300,11.8300,551090.0000,Capital Goods
BDL,Jun 2024,JUN 2024,3.0600,9.5200,74.9300,12.4900,498630.0000,Capital Goods
BDL,Jun 2025,JUN 2025,3.7700,10.1000,74.9300,11.1900,541535.0000,Capital Goods
BDL,Jun 2026,JUN 2026,1.6900,11.5300,74.9300,11.8500,560750.0000,Capital Goods
BDL,Mar 2018,MAR 2018,0.0000,6.7400,87.7500,5.5100,156004.0000,Capital Goods
BDL,Mar 2019,MAR 2019,0.9000,6.6300,87.7500,4.7200,118358.0000,Capital Goods
BDL,Mar 2020,MAR 2020,0.0400,7.4700,87.7500,4.7400,107828.0000,Capital Goods
BDL,Mar 2021,MAR 2021,0.2800,17.5200,74.9300,7.2700,131209.0000,Capital Goods
BDL,Mar 2022,MAR 2022,2.1100,16.3800,74.9300,6.5900,112648.0000,Capital Goods
BDL,Mar 2023,MAR 2023,2.8300,14.1000,74.9300,8.1500,166501.0000,Capital Goods
BDL,Mar 2024,MAR 2024,2.9500,12.3900,74.9300,9.7200,248158.0000,Capital Goods
BDL,Mar 2025,MAR 2025,3.2500,9.4500,74.9300,12.3500,567591.0000,Capital Goods
BDL,Mar 2026,MAR 2026,2.0200,10.9700,74.9300,12.1000,568164.0000,Capital Goods
BDL,Sep 2023,SEP 2023,3.0900,12.8100,74.9300,9.1700,196566.0000,Capital Goods
BDL,Sep 2024,SEP 2024,2.9400,8.4600,74.9300,13.6700,590374.0000,Capital Goods
BDL,Sep 2025,SEP 2025,2.4300,11.3000,74.9300,11.3400,537004.0000,Capital Goods
BEL,Dec 2023,DEC 2023,17.7700,23.3700,51.1400,7.7200,1098228.0000,Capital Goods
BEL,Dec 2024,DEC 2024,17.3400,20.9400,51.1400,10.5800,2653676.0000,Capital Goods
BEL,Dec 2025,DEC 2025,18.5100,20.4700,51.1400,9.8700,2543622.0000,Capital Goods
BEL,Jun 2024,JUN 2024,17.4300,20.6200,51.1400,10.8200,2518663.0000,Capital Goods
BEL,Jun 2025,JUN 2025,18.5600,20.6000,51.1400,9.7000,2542378.0000,Capital Goods
BEL,Jun 2026,JUN 2026,18.0200,21.0200,51.1400,9.8200,2604298.0000,Capital Goods
BEL,Mar 2017,MAR 2017,6.6500,17.7300,68.1900,7.4300,82161.0000,Capital Goods
BEL,Mar 2018,MAR 2018,6.4400,17.8500,66.7900,8.9200,216908.0000,Capital Goods
BEL,Mar 2019,MAR 2019,7.4900,22.8800,58.8300,10.8000,296899.0000,Capital Goods
BEL,Mar 2020,MAR 2020,10.7100,30.2100,51.1400,7.9500,286632.0000,Capital Goods
BEL,Mar 2021,MAR 2021,11.5800,30.2100,51.1400,7.0700,373893.0000,Capital Goods
BEL,Mar 2022,MAR 2022,16.7700,26.7100,51.1400,5.3800,431034.0000,Capital Goods
BEL,Mar 2023,MAR 2023,16.4200,25.5000,51.1400,6.9500,780211.0000,Capital Goods
BEL,Mar 2024,MAR 2024,17.5600,22.6300,51.1400,8.6600,1364873.0000,Capital Goods
BEL,Mar 2025,MAR 2025,17.5500,20.8700,51.1400,10.4300,2678435.0000,Capital Goods
BEL,Mar 2026,MAR 2026,19.5100,20.0000,51.1400,9.3700,2530896.0000,Capital Goods
